"Measurement outcome","Frequency"
"0x19a57e","1"
"0x19a590","1"
"0x19a65c","1"
"0x19a7ac","1"
"0x19b050","1"
"0x19b0f8","1"
"0x19b3b8","1"
"0x19b402","1"
"0x19b43a","1"
"0x19b4b4","1"
"0x19b5d6","1"
"0x19b67a","1"
"0x19b798","1"
"0x19b79e","1"
"0x19b7b6","1"
"0x19c072","1"
"0x19c07e","1"
"0x19c176","1"
"0x19c196","1"
"0x19c226","1"
"0x19c2f0","1"
"0x19c630","1"
"0x19c6c6","1"
"0x19c75e","1"
"0x19d212","1"
"0x19d21c","1"
"0x19d222","1"
"0x19d234","1"
"0x19d25e","1"
"0x19d632","1"
"0x19d7d0","1"
"0x19e0f8","1"
"0x19e42e","1"
"0x19e466","1"
"0x19e468","1"
"0x19e546","1"
"0x19e55c","1"
"0x19e62a","1"
"0x19e672","2"
"0x19e71c","1"
"0x19e75c","1"
"0x19eb18","1"
"0x19f146","1"
"0x19f1d6","1"
"0x19f298","1"
"0x19f2cc","1"
"0x19f354","1"
"0x19f434","1"
"0x19f5a0","1"
"0x19f782","1"
"0x1a00f8","1"
"0x1a0192","1"
"0x1a01be","1"
"0x1a0224","1"
"0x1a02f8","1"
"0x1a03f4","1"
"0x1a04f6","1"
"0x1a05d0","1"
"0x1a06e8","1"
"0x1a119c","1"
"0x1a11b0","1"
"0x1a121a","1"
"0x1a1590","1"
"0x1a2054","1"
"0x1a205a","1"
"0x1a211e","1"
"0x1a219a","1"
"0x1a25a2","1"
"0x1a26cc","1"
"0x1a273a","1"
"0x1a275e","1"
"0x1a27e6","1"
"0x1a2b4","1"
"0x1a305c","1"
"0x1a30f2","1"
"0x1a326","1"
"0x1a3394","2"
"0x1a34be","1"
"0x1a3548","1"
"0x1a3614","1"
"0x1a403e","1"
"0x1a4078","1"
"0x1a4536","1"
"0x1a45d8","1"
"0x1a47de","1"
"0x1a4ee","1"
"0x1a4fa","1"
"0x1a504c","1"
"0x1a50a","1"
"0x1a5148","1"
"0x1a545c","1"
"0x1a54a","1"
"0x1a556a","1"
"0x1a5590","1"
"0x1a55ce","1"
"0x1a5690","1"
"0x1a56b4","1"
"0x1a5706","1"
"0x1a6100","1"
"0x1a61a2","1"
"0x1a62fe","1"
"0x1a63d8","1"
"0x1a6410","1"
"0x1a6440","1"
"0x1a6520","1"
"0x1a6534","1"
"0x1a6554","1"
"0x1a6690","1"
"0x1a6698","1"
"0x1a67f4","1"
"0x1a7138","1"
"0x1a7218","1"
"0x1a72fa","1"
"0x1a74b0","1"
"0x1a7610","1"
"0x1a7654","1"
"0x1a80b0","1"
"0x1a8276","1"
"0x1a8278","1"
"0x1a82ec","1"
"0x1a9492","1"
"0x1a9610","1"
"0x1aa090","1"
"0x1aa318","1"
"0x1aa3b2","1"
"0x1aa504","1"
"0x1aa5b4","1"
"0x1aa660","1"
"0x1aa7d0","1"
"0x1ab160","1"
"0x1ab1fe","1"
"0x1ab4ee","1"
"0x1ab798","1"
"0x1ac3fe","1"
"0x1ac41a","1"
"0x1ac45e","1"
"0x1ac492","1"
"0x1ac68c","1"
"0x1ad090","1"
"0x1ad1b2","1"
"0x1ad1c8","1"
"0x1ad1d0","1"
"0x1ad276","1"
"0x1ad4fc","1"
"0x1ad672","1"
"0x1ad750","1"
"0x1ae05e","1"
"0x1ae09c","1"
"0x1ae10c","1"
"0x1ae160","1"
"0x1ae198","1"
"0x1ae284","1"
"0x1ae312","1"
"0x1ae3fe","1"
"0x1ae4d2","1"
"0x1ae578","1"
"0x1ae614","1"
"0x1ae6d2","1"
"0x1af322","1"
"0x1af3d0","1"
"0x1af410","1"
"0x1af4fe","1"
"0x1af65a","1"
"0x1b0038","1"
"0x1b00cc","1"
"0x1b0192","1"
"0x1b01f6","1"
"0x1b021c","1"
"0x1b0402","1"
"0x1b0444","1"
"0x1b0530","1"
"0x1b057a","1"
"0x1b0756","1"
"0x1b07ee","1"
"0x1b1020","1"
"0x1b11c","1"
"0x1b12da","1"
"0x1b135e","1"
"0x1b137e","1"
"0x1b141c","1"
"0x1b1588","1"
"0x1b17d4","1"
"0x1b206e","1"
"0x1b210","1"
"0x1b2196","1"
"0x1b221e","1"
"0x1b2220","1"
"0x1b233a","1"
"0x1b2378","1"
"0x1b23a0","1"
"0x1b246e","1"
"0x1b2518","1"
"0x1b26a0","1"
"0x1b274a","1"
"0x1b3018","1"
"0x1b3158","1"
"0x1b328c","1"
"0x1b32c4","1"
"0x1b32e2","1"
"0x1b3710","1"
"0x1b38c","1"
"0x1b3be","1"
"0x1b40b6","1"
"0x1b4244","1"
"0x1b42ac","1"
"0x1b4340","1"
"0x1b4396","1"
"0x1b4476","1"
"0x1b454","1"
"0x1b4678","1"
"0x1b4706","1"
"0x1b5052","1"
"0x1b508","1"
"0x1b509c","1"
"0x1b50a","1"
"0x1b50ea","1"
"0x1b5196","1"
"0x1b5252","1"
"0x1b5310","1"
"0x1b5374","1"
"0x1b53de","1"
"0x1b5468","1"
"0x1b5594","1"
"0x1b5690","1"
"0x1b56fa","1"
"0x1b5f0","1"
"0x1b61e0","1"
"0x1b629a","1"
"0x1b6314","1"
"0x1b63f4","1"
"0x1b6570","1"
"0x1b65f2","1"
"0x1b6716","1"
"0x1b6756","2"
"0x1b6768","1"
"0x1b6b8","1"
"0x1b718c","1"
"0x1b7196","1"
"0x1b725e","1"
"0x1b737e","1"
"0x1b73e8","1"
"0x1b753e","1"
"0x1b7666","1"
"0x1b76f0","1"
"0x1b7772","1"
"0x1b82a6","1"
"0x1b85d4","1"
"0x1b861e","1"
"0x1b8658","1"
"0x1b9030","1"
"0x1b905e","1"
"0x1b9170","1"
"0x1b925c","1"
"0x1b939a","1"
"0x1b94b0","1"
"0x1b97c0","1"
"0x1b97db","1"
"0x1ba116","1"
"0x1ba118","1"
"0x1ba1bc","1"
"0x1ba27a","1"
"0x1ba4fe","1"
"0x1ba51c","1"
"0x1ba568","1"
"0x1ba626","1"
"0x1ba796","1"
"0x1ba798","1"
"0x1bb298","1"
"0x1bb394","1"
"0x1bb4e8","1"
"0x1bc03c","2"
"0x1bc09e","1"
"0x1bc1f6","1"
"0x1bc326","1"
"0x1bc354","1"
"0x1bc3b4","1"
"0x1bc55a","1"
"0x1bd18c","1"
"0x1bd19c","1"
"0x1bd2fe","1"
"0x1bd3f8","1"
"0x1bd414","1"
"0x1bd50c","1"
"0x1bd598","1"
"0x1bd6f0","1"
"0x1bd75e","1"
"0x1be07e","1"
"0x1be19e","1"
"0x1be244","1"
"0x1be552","1"
"0x1be5da","1"
"0x1be65e","1"
"0x1be6b8","1"
"0x1be7d8","1"
"0x1bf1f2","1"
"0x1bf2ca","1"
"0x1bf336","1"
"0x1bf410","1"
"0x1bf414","1"
"0x1bf476","1"
"0x1bf55e","1"
"0x1bf636","1"
"0x1bf7b8","1"
"0x1c01b0","1"
"0x1c022a","1"
"0x1c04ac","1"
"0x1c057a","1"
"0x1c06fc","1"
"0x1c073a","1"
"0x1c101e","1"
"0x1c10dc","1"
"0x1c11b4","1"
"0x1c1400","1"
"0x1c147e","1"
"0x1c1f6","1"
"0x1c2010","1"
"0x1c2492","1"
"0x1c2538","1"
"0x1c2590","1"
"0x1c269e","1"
"0x1c276","1"
"0x1c30d0","1"
"0x1c31f0","1"
"0x1c337c","1"
"0x1c351e","1"
"0x1c410","1"
"0x1c413e","1"
"0x1c4250","1"
"0x1c4356","1"
"0x1c449c","1"
"0x1c4550","1"
"0x1c4658","1"
"0x1c46ae","1"
"0x1c46d0","1"
"0x1c47b4","1"
"0x1c47c","1"
"0x1c4fe","1"
"0x1c503c","1"
"0x1c50e4","1"
"0x1c51c2","1"
"0x1c5404","1"
"0x1c542c","1"
"0x1c5438","1"
"0x1c5472","1"
"0x1c54fc","1"
"0x1c557e","1"
"0x1c561e","1"
"0x1c5710","1"
"0x1c5716","1"
"0x1c5745","1"
"0x1c6096","1"
"0x1c6152","1"
"0x1c6176","1"
"0x1c6250","1"
"0x1c6366","1"
"0x1c65d8","1"
"0x1c65fa","1"
"0x1c6610","1"
"0x1c665e","1"
"0x1c67c2","1"
"0x1c711c","1"
"0x1c7192","1"
"0x1c7416","1"
"0x1c7776","1"
"0x1c7790","1"
"0x1c8516","1"
"0x1c8592","1"
"0x1c90ee","1"
"0x1c9132","1"
"0x1c943c","1"
"0x1c95ba","1"
"0x1c9798","1"
"0x1c97ba","1"
"0x1ca1b6","1"
"0x1ca212","1"
"0x1ca316","1"
"0x1ca41e","1"
"0x1ca57c","1"
"0x1ca5fa","1"
"0x1cb25e","1"
"0x1cb75f","1"
"0x1cb774","1"
"0x1cc296","1"
"0x1cc376","1"
"0x1cc3f8","1"
"0x1cc628","1"
"0x1cc6ba","1"
"0x1cc792","1"
"0x1cc97c","1"
"0x1cd11c","1"
"0x1cd128","1"
"0x1cd1bc","1"
"0x1cd1d8","1"
"0x1cd270","1"
"0x1cd2b2","1"
"0x1cd398","1"
"0x1cd66e","1"
"0x1ce050","1"
"0x1ce068","1"
"0x1ce0d0","1"
"0x1ce17e","1"
"0x1ce5d0","1"
"0x1ce5d8","1"
"0x1ce5fa","1"
"0x1cf2b6","1"
"0x1cf354","1"
"0x1cf3e4","1"
"0x1cf650","1"
"0x1d003e","1"
"0x1d01c6","1"
"0x1d0282","1"
"0x1d0300","1"
"0x1d030b","1"
"0x1d0418","1"
"0x1d05b0","1"
"0x1d060a","1"
"0x1d065a","1"
"0x1d06e6","1"
"0x1d075e","1"
"0x1d0788","1"
"0x1d07b8","1"
"0x1d07dc","1"
"0x1d07e2","1"
"0x1d0f0","1"
"0x1d1002","1"
"0x1d10a4","1"
"0x1d10e8","1"
"0x1d10f2","1"
"0x1d1242","1"
"0x1d1256","1"
"0x1d143e","1"
"0x1d16b2","1"
"0x1d16d4","1"
"0x1d1d8","1"
"0x1d2066","1"
"0x1d2096","1"
"0x1d21ba","1"
"0x1d2216","1"
"0x1d2280","1"
"0x1d2356","1"
"0x1d2428","1"
"0x1d243e","1"
"0x1d250","1"
"0x1d2574","1"
"0x1d260","1"
"0x1d2674","1"
"0x1d2764","1"
"0x1d2790","1"
"0x1d3018","1"
"0x1d3096","1"
"0x1d30be","1"
"0x1d3298","1"
"0x1d332","1"
"0x1d3320","1"
"0x1d3474","1"
"0x1d3494","1"
"0x1d34da","1"
"0x1d350a","1"
"0x1d35e6","1"
"0x1d35f6","1"
"0x1d392","1"
"0x1d40d8","1"
"0x1d4130","1"
"0x1d4312","1"
"0x1d435a","1"
"0x1d4492","1"
"0x1d44d0","1"
"0x1d4550","1"
"0x1d463c","1"
"0x1d46be","1"
"0x1d46c4","1"
"0x1d46ea","1"
"0x1d4760","1"
"0x1d4770","1"
"0x1d47f0","1"
"0x1d47f2","1"
"0x1d5032","1"
"0x1d5098","1"
"0x1d5314","1"
"0x1d5534","1"
"0x1d55b8","1"
"0x1d5718","1"
"0x1d6036","1"
"0x1d60b2","1"
"0x1d615e","1"
"0x1d62b0","1"
"0x1d6318","1"
"0x1d659c","1"
"0x1d65ba","1"
"0x1d66d6","1"
"0x1d6788","1"
"0x1d67a6","1"
"0x1d67f0","1"
"0x1d6d0","1"
"0x1d6fa","1"
"0x1d7152","1"
"0x1d7160","1"
"0x1d72a8","1"
"0x1d730c","1"
"0x1d74ce","1"
"0x1d757c","1"
"0x1d7592","1"
"0x1d76e6","1"
"0x1d7b4","1"
"0x1d8018","1"
"0x1d80d4","1"
"0x1d80d6","1"
"0x1d8102","1"
"0x1d8320","1"
"0x1d833c","1"
"0x1d8402","1"
"0x1d8550","1"
"0x1d8554","1"
"0x1d859c","1"
"0x1d85b8","1"
"0x1d85fe","1"
"0x1d86d2","1"
"0x1d8734","1"
"0x1d87d6","1"
"0x1d90fa","1"
"0x1d9158","1"
"0x1d91de","1"
"0x1d9230","1"
"0x1d9254","1"
"0x1d941c","1"
"0x1d9452","1"
"0x1d948e","1"
"0x1d9636","1"
"0x1d9694","1"
"0x1d9716","1"
"0x1d9750","1"
"0x1da098","1"
"0x1da194","1"
"0x1da198","1"
"0x1da2de","1"
"0x1da312","1"
"0x1da4d6","1"
"0x1da63a","1"
"0x1da6de","1"
"0x1da7dc","1"
"0x1db104","1"
"0x1db114","1"
"0x1db43e","1"
"0x1db510","1"
"0x1dc0b0","1"
"0x1dc13c","1"
"0x1dc155","1"
"0x1dc318","1"
"0x1dc4d2","1"
"0x1dc520","1"
"0x1dc5fa","1"
"0x1dc73c","1"
"0x1dd018","1"
"0x1dd078","1"
"0x1dd170","1"
"0x1dd3b4","1"
"0x1dd3fa","1"
"0x1dd430","1"
"0x1dd55e","1"
"0x1dd56a","1"
"0x1dd63e","1"
"0x1dd6ba","1"
"0x1de02a","1"
"0x1de1bc","1"
"0x1de342","1"
"0x1de372","1"
"0x1de452","1"
"0x1de4da","1"
"0x1de536","1"
"0x1de590","1"
"0x1de5d2","1"
"0x1de64a","1"
"0x1df018","1"
"0x1df1fc","1"
"0x1df25c","1"
"0x1df2b2","1"
"0x1df31e","1"
"0x1df454","1"
"0x1df5bc","1"
"0x1e0278","1"
"0x1e0404","1"
"0x1e0414","1"
"0x1e0518","1"
"0x1e0548","1"
"0x1e0556","1"
"0x1e0574","1"
"0x1e060a","1"
"0x1e0670","1"
"0x1e0692","1"
"0x1e06f0","1"
"0x1e0c2","1"
"0x1e114","1"
"0x1e11dc","1"
"0x1e1254","1"
"0x1e13f8","1"
"0x1e13fc","1"
"0x1e146c","1"
"0x1e15ee","1"
"0x1e1684","1"
"0x1e16f0","1"
"0x1e2330","1"
"0x1e2390","1"
"0x1e25c8","1"
"0x1e25f0","1"
"0x1e2776","1"
"0x1e277a","1"
"0x1e3196","1"
"0x1e31f4","1"
"0x1e33d4","1"
"0x1e34fa","1"
"0x1e350","1"
"0x1e352","1"
"0x1e353a","1"
"0x1e3574","1"
"0x1e363a","1"
"0x1e387e","1"
"0x1e40be","1"
"0x1e4136","1"
"0x1e448c","1"
"0x1e463e","1"
"0x1e4772","1"
"0x1e516c","1"
"0x1e52e","1"
"0x1e534","1"
"0x1e5518","1"
"0x1e57dc","1"
"0x1e61c","1"
"0x1e61d4","1"
"0x1e65f1","1"
"0x1e70f8","1"
"0x1e7150","1"
"0x1e72b4","1"
"0x1e74d8","1"
"0x1e75b0","1"
"0x1e77e","1"
"0x1e8072","1"
"0x1e8398","1"
"0x1e847c","1"
"0x1e8614","1"
"0x1e87e0","1"
"0x1e9062","1"
"0x1e9270","1"
"0x1e9286","1"
"0x1e93dc","1"
"0x1e9632","1"
"0x1ea0c8","1"
"0x1ea198","1"
"0x1ea25a","1"
"0x1ea46e","1"
"0x1ea476","1"
"0x1ea492","1"
"0x1ea708","1"
"0x1eb128","1"
"0x1eb136","1"
"0x1eb196","1"
"0x1eb55a","1"
"0x1eb5e4","1"
"0x1eb5ee","1"
"0x1eb7fc","1"
"0x1ec100","1"
"0x1ec31a","1"
"0x1ec3d6","1"
"0x1ec448","1"
"0x1ec486","1"
"0x1ec596","1"
"0x1ec7f2","1"
"0x1ed012","1"
"0x1ed272","1"
"0x1ed288","1"
"0x1ed576","1"
"0x1ed662","1"
"0x1ed6fc","1"
"0x1ee1d6","1"
"0x1ee2ae","1"
"0x1ee318","1"
"0x1ee57c","1"
"0x1ee618","1"
"0x1ee854","1"
"0x1ef160","1"
"0x1ef208","1"
"0x1ef268","1"
"0x1ef3f6","1"
"0x1ef4dc","1"
"0x1ef532","1"
"0x1ef576","1"
"0x1ef756","1"
"0x1f003c","1"
"0x1f0142","1"
"0x1f017a","1"
"0x1f0292","1"
"0x1f02a0","1"
"0x1f0366","1"
"0x1f0398","1"
"0x1f03b4","1"
"0x1f03b6","1"
"0x1f04c0","1"
"0x1f04de","1"
"0x1f0530","1"
"0x1f105c","1"
"0x1f10bc","1"
"0x1f11f6","1"
"0x1f1200","1"
"0x1f1300","1"
"0x1f134","1"
"0x1f136","1"
"0x1f1376","1"
"0x1f1476","1"
"0x1f1480","1"
"0x1f14b0","1"
"0x1f153c","1"
"0x1f1606","1"
"0x1f161e","1"
"0x1f16f2","1"
"0x1f1782","1"
"0x1f1b0","1"
"0x1f2286","1"
"0x1f2306","1"
"0x1f236","1"
"0x1f23e8","1"
"0x1f24f6","1"
"0x1f2f6","1"
"0x1f2fe","1"
"0x1f3082","1"
"0x1f31e4","1"
"0x1f32c8","1"
"0x1f353a","1"
"0x1f353e","1"
"0x1f356a","1"
"0x1f357c","1"
"0x1f40fa","1"
"0x1f429e","1"
"0x1f44f2","1"
"0x1f4588","1"
"0x1f459e","1"
"0x1f45f6","1"
"0x1f4618","1"
"0x1f4660","1"
"0x1f46c2","1"
"0x1f4728","1"
"0x1f47f6","1"
"0x1f509c","1"
"0x1f512a","1"
"0x1f515c","1"
"0x1f5238","1"
"0x1f5284","1"
"0x1f5358","1"
"0x1f539a","1"
"0x1f53f2","1"
"0x1f5414","1"
"0x1f5486","1"
"0x1f5658","1"
"0x1f5738","1"
"0x1f59e","1"
"0x1f5da","1"
"0x1f6036","1"
"0x1f60fc","1"
"0x1f6106","1"
"0x1f6152","1"
"0x1f6192","1"
"0x1f6196","1"
"0x1f61d6","1"
"0x1f6220","1"
"0x1f624e","1"
"0x1f6290","1"
"0x1f62d6","1"
"0x1f649a","1"
"0x1f6656","1"
"0x1f667a","1"
"0x1f6784","1"
"0x1f71f6","1"
"0x1f7226","1"
"0x1f7296","1"
"0x1f736c","1"
"0x1f737e","1"
"0x1f73b2","1"
"0x1f7512","1"
"0x1f75be","1"
"0x1f7626","1"
"0x1f792","1"
"0x1f8032","1"
"0x1f8126","1"
"0x1f853e","1"
"0x1f8610","1"
"0x1f9050","1"
"0x1f9176","1"
"0x1f91fe","1"
"0x1f953e","1"
"0x1f959c","1"
"0x1f97d4","1"
"0x1fa2d2","1"
"0x1fa412","1"
"0x1fa4fc","1"
"0x1fa558","1"
"0x1fa57a","1"
"0x1fa5ee","1"
"0x1fa6ba","1"
"0x1fa756","1"
"0x1fa774","1"
"0x1fb0b6","1"
"0x1fb1c2","1"
"0x1fb47a","1"
"0x1fb65c","1"
"0x1fb712","1"
"0x1fc65a","1"
"0x1fc72e","1"
"0x1fc758","1"
"0x1fd036","1"
"0x1fd03e","1"
"0x1fd110","1"
"0x1fd218","1"
"0x1fd4c0","1"
"0x1fd532","1"
"0x1fe082","1"
"0x1fe1bc","1"
"0x1fe43a","1"
"0x1fe4fe","1"
"0x1fe55c","1"
"0x1ff590","1"
"0x1ff7be","1"
"0x200246","1"
"0x20032c","1"
"0x201084","1"
"0x20112","1"
"0x201272","1"
"0x201648","1"
"0x2017e","1"
"0x20217e","1"
"0x2025dc","1"
"0x20296","1"
"0x202c8","1"
"0x20310c","1"
"0x2033fc","1"
"0x203402","1"
"0x2034c0","1"
"0x20350","1"
"0x20352c","1"
"0x20368e","1"
"0x203736","1"
"0x20402","1"
"0x2040d4","1"
"0x204134","1"
"0x204314","1"
"0x204397","1"
"0x2043d0","1"
"0x204470","1"
"0x204618","1"
"0x204710","1"
"0x2047f0","1"
"0x20488","1"
"0x204c0","1"
"0x205374","1"
"0x205474","1"
"0x20613c","1"
"0x2061de","1"
"0x206378","1"
"0x2065f4","1"
"0x20663e","1"
"0x2067a4","1"
"0x206c","1"
"0x2072da","1"
"0x2074c8","1"
"0x207532","1"
"0x207654","1"
"0x2077b4","1"
"0x207f4","1"
"0x208018","1"
"0x208126","1"
"0x2081d6","1"
"0x20821c","1"
"0x208618","1"
"0x2086f8","1"
"0x208798","1"
"0x2087bc","1"
"0x209076","1"
"0x20917a","1"
"0x2093b2","1"
"0x2093b8","1"
"0x2093bc","1"
"0x2095f4","1"
"0x209610","1"
"0x209674","1"
"0x209710","1"
"0x20a45a","1"
"0x20a528","1"
"0x20a622","1"
"0x20a6fa","1"
"0x20a79a","1"
"0x20b116","1"
"0x20b1c8","1"
"0x20b29e","1"
"0x20b3e2","1"
"0x20b3f8","1"
"0x20b56a","1"
"0x20b6fc","1"
"0x20bc1c","1"
"0x20c01c","1"
"0x20c030","1"
"0x20c20c","1"
"0x20c33e","1"
"0x20c358","1"
"0x20c35a","1"
"0x20c396","1"
"0x20c50e","1"
"0x20c5f2","1"
"0x20c770","1"
"0x20d04e","1"
"0x20d27a","1"
"0x20d31a","1"
"0x20d512","1"
"0x20d69c","1"
"0x20e19a","1"
"0x20e1dc","1"
"0x20e25c","1"
"0x20e2f6","1"
"0x20e30a","1"
"0x20e35a","1"
"0x20e374","1"
"0x20e5c4","1"
"0x20e5fa","1"
"0x20e7b6","1"
"0x20f056","1"
"0x20f236","1"
"0x20f472","1"
"0x20f75e","1"
"0x20f796","1"
"0x20f7b6","1"
"0x210088","1"
"0x2100ce","1"
"0x210164","1"
"0x210172","1"
"0x21019a","1"
"0x2101aa","1"
"0x2101cc","1"
"0x2101d2","1"
"0x21030e","1"
"0x21039e","1"
"0x210468","1"
"0x2104a","1"
"0x2105e4","1"
"0x2105e8","1"
"0x210676","1"
"0x211018","1"
"0x2110d8","1"
"0x211164","1"
"0x211336","1"
"0x211354","1"
"0x2114f1","1"
"0x211532","1"
"0x2116a6","1"
"0x21208c","1"
"0x212120","1"
"0x212208","1"
"0x212288","1"
"0x212292","1"
"0x212314","1"
"0x212374","1"
"0x21249e","1"
"0x2125e","1"
"0x21261a","1"
"0x21274a","1"
"0x2127e0","1"
"0x2129c","1"
"0x212ee","1"
"0x213052","1"
"0x21308a","1"
"0x2130d8","1"
"0x213196","1"
"0x2131c","1"
"0x213316","1"
"0x2134fe","1"
"0x2136be","1"
"0x2137a","1"
"0x2141b2","1"
"0x214206","1"
"0x21430","1"
"0x214312","1"
"0x214322","1"
"0x2145e2","1"
"0x2147fa","1"
"0x214ce","1"
"0x215118","1"
"0x21539e","1"
"0x21540e","1"
"0x21559a","1"
"0x2155d2","1"
"0x21571a","1"
"0x2157d4","1"
"0x2157e4","1"
"0x216108","1"
"0x216412","1"
"0x216524","1"
"0x2166da","1"
"0x216754","1"
"0x2167d8","1"
"0x216c0","1"
"0x217018","1"
"0x21716a","1"
"0x2172bc","1"
"0x217340","1"
"0x217350","1"
"0x2173a","1"
"0x217412","1"
"0x2174b0","1"
"0x2174f6","1"
"0x2175d4","1"
"0x2177e0","1"
"0x218234","1"
"0x218272","1"
"0x2182cc","1"
"0x2182d0","1"
"0x218332","1"
"0x21834e","1"
"0x21847c","1"
"0x2185a4","1"
"0x2187bc","1"
"0x2187d0","1"
"0x219038","1"
"0x219182","1"
"0x2191d8","1"
"0x21921a","1"
"0x219252","1"
"0x21929a","1"
"0x2192be","1"
"0x2192de","1"
"0x219466","1"
"0x21949c","1"
"0x2195d8","1"
"0x21961a","2"
"0x219e","1"
"0x21a156","1"
"0x21a1cc","1"
"0x21a29a","1"
"0x21a51e","1"
"0x21a538","1"
"0x21a670","1"
"0x21a736","1"
"0x21a7c4","1"
"0x21b028","1"
"0x21b0b0","1"
"0x21b174","1"
"0x21b258","1"
"0x21b316","1"
"0x21b4","1"
"0x21b410","1"
"0x21b4b2","1"
"0x21b552","1"
"0x21b610","1"
"0x21c19e","1"
"0x21c1b2","1"
"0x21c1d0","1"
"0x21c24a","1"
"0x21c384","1"
"0x21c3c6","1"
"0x21c408","1"
"0x21c516","1"
"0x21c548","1"
"0x21c672","1"
"0x21c692","1"
"0x21c71a","1"
"0x21c796","1"
"0x21c7d0","1"
"0x21d0d0","1"
"0x21d0d8","1"
"0x21d0f6","1"
"0x21d194","1"
"0x21d1d8","1"
"0x21d2dc","1"
"0x21d5cc","1"
"0x21d5d4","1"
"0x21d66e","1"
"0x21e03a","1"
"0x21e0b4","1"
"0x21e0d4","1"
"0x21e11a","1"
"0x21e138","1"
"0x21e170","1"
"0x21e1dc","1"
"0x21e214","1"
"0x21e21a","1"
"0x21e330","1"
"0x21e3bc","1"
"0x21e3be","1"
"0x21e434","1"
"0x21e51c","1"
"0x21e630","1"
"0x21f1ac","1"
"0x21f236","1"
"0x21f2f6","1"
"0x21f316","1"
"0x21f714","1"
"0x21f720","1"
"0x21f734","1"
"0x2201aa","1"
"0x2201c0","1"
"0x220252","1"
"0x2203f7","1"
"0x22046a","1"
"0x2206ac","1"
"0x2213da","1"
"0x221430","1"
"0x221612","1"
"0x221ae","1"
"0x2221d8","1"
"0x222216","1"
"0x2223be","1"
"0x2225d8","1"
"0x2230d0","1"
"0x223114","1"
"0x22317e","1"
"0x2231d4","1"
"0x223284","1"
"0x223380","1"
"0x22343a","1"
"0x223766","1"
"0x2237be","1"
"0x2239d","1"
"0x224062","1"
"0x2241f8","1"
"0x2242d2","1"
"0x224370","1"
"0x2245a0","1"
"0x2246f2","1"
"0x225042","1"
"0x2254f8","1"
"0x225ba","1"
"0x225d4","1"
"0x226102","1"
"0x22652","1"
"0x22657a","1"
"0x2265d0","1"
"0x22672","1"
"0x227254","1"
"0x227384","1"
"0x227490","1"
"0x2274fa","1"
"0x227578","1"
"0x2275e","1"
"0x227650","1"
"0x227670","1"
"0x2277d8","1"
"0x22815c","1"
"0x2283ba","1"
"0x2283db","1"
"0x2284fe","1"
"0x229018","1"
"0x22901c","1"
"0x2290d4","1"
"0x229118","1"
"0x22923e","1"
"0x229436","1"
"0x229634","1"
"0x229770","1"
"0x22a098","1"
"0x22a14a","1"
"0x22a17a","1"
"0x22a19e","1"
"0x22a1f0","1"
"0x22a2b2","1"
"0x22a3de","1"
"0x22a460","1"
"0x22a50e","1"
"0x22a54c","1"
"0x22a558","1"
"0x22a570","1"
"0x22a7a2","1"
"0x22a7e6","1"
"0x22a7f2","1"
"0x22b156","1"
"0x22b1be","1"
"0x22b318","1"
"0x22b500","1"
"0x22b598","1"
"0x22b63e","1"
"0x22b696","1"
"0x22c09e","1"
"0x22c104","1"
"0x22c296","1"
"0x22c37c","1"
"0x22c458","1"
"0x22c56a","1"
"0x22c648","1"
"0x22c6d0","1"
"0x22c7d4","1"
"0x22c7fa","1"
"0x22d058","1"
"0x22d0d4","1"
"0x22d0df","1"
"0x22d0e4","1"
"0x22d116","1"
"0x22d15e","1"
"0x22d1b4","1"
"0x22d1f8","1"
"0x22d318","1"
"0x22d3fa","1"
"0x22d45a","1"
"0x22e030","1"
"0x22e072","1"
"0x22e11c","1"
"0x22e190","1"
"0x22e33c","1"
"0x22e36a","1"
"0x22e3e2","1"
"0x22e3f4","1"
"0x22e49e","1"
"0x22e5ba","1"
"0x22e634","1"
"0x22e692","1"
"0x22e782","1"
"0x22f018","1"
"0x22f096","1"
"0x22f5de","1"
"0x22f7fc","1"
"0x23001e","1"
"0x230094","1"
"0x230098","1"
"0x2300fe","1"
"0x2301b2","1"
"0x2301b6","1"
"0x230318","1"
"0x230378","1"
"0x2303d8","1"
"0x230496","1"
"0x23056a","1"
"0x23058a","1"
"0x231014","1"
"0x2310dc","1"
"0x23111e","1"
"0x231180","1"
"0x2311e0","1"
"0x23120c","1"
"0x23135c","1"
"0x231400","1"
"0x2315dc","1"
"0x231630","1"
"0x2318","1"
"0x23196","1"
"0x23218","1"
"0x2321b4","1"
"0x2321f8","1"
"0x2322ca","1"
"0x23249c","1"
"0x23298","1"
"0x232bc","1"
"0x233030","1"
"0x233170","1"
"0x2331d0","1"
"0x233334","1"
"0x233390","1"
"0x2335b6","1"
"0x2335c","1"
"0x2336b8","1"
"0x23372","1"
"0x233730","1"
"0x23379e","1"
"0x2337a","1"
"0x2337fa","1"
"0x2342b2","1"
"0x234596","1"
"0x2350ec","1"
"0x23511a","1"
"0x2355f6","1"
"0x23566a","1"
"0x2357b8","1"
"0x236138","1"
"0x236209","1"
"0x236212","1"
"0x23630e","1"
"0x236354","1"
"0x236370","1"
"0x2364b6","1"
"0x236504","1"
"0x236596","1"
"0x236670","1"
"0x236734","1"
"0x23705a","1"
"0x237450","1"
